id,name,birthdate,birthplace,deathdate,deathplace,occupations,notes,sex,viaf_id
14720,Eduardo Joubin Colombres,1917-04-06,389,1988-01-01,,"1399,1419",,Male,286453406
15389,Eduardo Keller Sarmiento,1894-01-24,1258,,,"1391,1419,1530",Carlos Eduardo Keller Sarmiento,Male,
15343,Eduardo Ladislao Holmberg,1852-07-27,22,1937-11-04,62,"1391,1407,1600",,Male,64238553
14726,Eduardo Lozano,1925-01-01,62,2006-08-25,553,"1391,1399,1405,1476,1620",,Male,57814801
15089,Eduardo M. Dessein,,,,,"1391,1407,1530",,Male,
13643,Eduardo Mallea,1903-08-14,31,1982-11-12,62,"1391,1392,1414,1439",,Male,114171402
14757,Eduardo Tiscornia,1918-06-28,62,2011-11-14,62,1391,,Male,75242039
14245,Eduardo Uribe,,,,,,,,
14367,Edward Estlin Cummings,1894-10-14,73,1962-09-03,609,"1392,1399,1400,1405,1408",,Male,12306931
14472,Edward Frederik Benson,1867-07-24,697,1940-02-29,235,"1391,1407,1417,1422,1446,1596",,Male,49221488
15049,Edward Gordon Craig,1872-01-16,1059,1966-07-29,463,"1390,1391,1437,1473",,Male,100201551
15002,Edward Hallett Carr,1892-06-28,235,1982-11-03,235,"1391,1414,1419,1451",,Male,24418
15381,Edward Kasner,1878-04-02,299,1955-01-07,299,"1420,1485",,Male,19760482
13883,Edwin Lieuwen,1923-02-08,171,1988-05-25,9,"1400,1420,1451",,Male,57858893
15560,Edwin Morgan,1920-04-27,851,2010-08-17,851,"1399,1404",,Male,68969203
14420,Edwin Muir,1887-05-15,659,1959-01-03,660,"1399,1404,1407",,Male,41875982
13882,Elémire Zolla,1925-06-09,447,2002-05-29,269,"1392,1410,1451",Historian of Religion,Male,14778401
14384,Elena García Ortiz,,,,,1404,,Female,215454252
14190,Elena Garro (Paz),1916-12-11,341,1998-08-22,116,1391,,Female,22171519
15122,Elena Sansinena de Elizalde,1883-01-01,,1970-01-01,22,"1390,1391,1420,1566","""Bebé""; President of the Amigos del Arte",Female,83474529
14088,Elena Vacarescu,1864-09-21,60,1947-02-17,318,1391,,Female,89520833
13833,Elga Wolff (Mme. Emil Ludwig),1884-01-01,547,1971-01-01,547,1391,,Female,
15692,Elías Carpena,1897-12-23,1397,1988-11-02,,"1391,1420,1460,1476,1488",,Male,310576934
13730,Elías Castelnuovo,1893-08-06,271,1982-10-11,62,"1392,1399,1419",,Male,27984127
15300,Élie Halévy,1870-09-06,1193,1937-08-21,1194,"1410,1451",,Male,66532548
14672,Elio Vittorini,1908-07-23,866,1966-02-12,264,"1391,1404,1407",,Male,27072824
14780,Elisabeth Ehrlich,,805,,,1391,,Female,7755037
15805,Elisabeth Förter-Nietzsche,1845-07-10,1431,1935-11-08,485,1475,Sister of Nietzsche,Female,89798474
15237,Elisabeth Goguel de Labrousse,1914-01-10,318,2000-02-01,318,"1451,1460",,Female,537145858113923022249
15117,Elisha Jay Edwards,1847-11-10,1098,1924-04-25,1099,1419,,Male,50567189
14973,Eliza Marian Butler,1885-12-29,1017,1959-11-13,235,"1420,1448",,Female,13325702
14858,Elizabeth Azcona Cranwell,1933-03-10,62,2004-12-02,62,"1391,1399,1404,1409,1623",,Female,59369958
14396,Elizabeth Bowen,1899-06-07,130,1973-02-22,235,"1391,1400,1407,1417",,Female,19674925
15213,Elizabeth Cleghorn Gaskell,1810-09-29,1148,1865-11-12,1149,"1407,1417,1422",,Female,39377536
14402,Elizabeth Janeway,1913-10-07,636,2005-01-15,637,"1400,1439",,Female,30005917
14414,Ellen Coyne Masters,1899-05-18,,1997-04-08,,1391,Mother of Edgar Lee Masters,Female,
15469,Elva de Lóizaga,1915-01-01,1303,1963-01-01,22,"1391,1399,1420",,Female,122105423
13819,Elvine Georglevna Simeon (Adams),,326,,547,1391,Wife of James Donald Adams,Female,
15603,Elvira Orphée,1930-05-29,389,2018-04-26,62,1391,,Female,51719155
13832,Emil Ludwig,1881-01-25,490,1948-09-17,24,"1400,1422",,Male,44454588
15025,Emil M. Cioran,1911-04-08,1044,1995-06-20,318,"1392,1410",,Male,56607493
14933,Émile Borel,1871-01-07,994,1956-02-03,318,"1416,1485",,Male,19704425
14946,Émile Bréhier,1876-04-12,1003,1952-02-03,318,"1391,1410",,Male,8202
15112,Émile Durkheim,1858-04-15,1096,1917-11-15,318,1452,,Male,56609141
13874,Emile Gouirán,1908-12-12,769,,547,"1391,1420",,Male,162567261
15330,Émile Herzog,1888-01-01,,1952-01-01,,"1400,1475",,Male,89117354
15579,Émile Nelligan,1879-12-24,274,1941-11-18,274,1399,,Male,7432345
14555,Emiliano del Carril,,,,,1404,,Male,
14781,Émilie Noulet,1892-05-02,910,1978-08-07,911,"1409,1420",,Female,46755877
15856,Emilio Abreu Gómez,1894-09-18,257,1971-07-14,261,"1391,1419,1483",,Male,90155444
13768,Emilio Ballagas,1908-11-07,72,1954-09-11,174,"1392,1399",,Male,49966254
13926,Emilio Carreira ,1907-05-21,62,,547,"1416,1427",,Male,86791046
15018,Emilio Cecchi,1884-07-14,853,1966-09-05,356,"1392,1418,1439",,Male,17242426
15134,Emilio Estiú,1914-01-01,217,1984-01-01,,"1404,1410,1420",,Male,34599176
15398,Emilio Komar (Milan Komar),1921-06-04,783,2006-01-20,1016,"1392,1410",,Male,165550728
13995,Emilio Oribe,1905-03-07,255,1905-05-28,271,"1392,1399,1420,1466",,Male,79403413
13686,Emilio Pettoruti,1892-10-01,217,1971-10-16,318,1405,,Male,10689075
15756,Emilio Ravignani,1886-01-15,62,1954-03-08,62,"1451,1489",,Male,12679720
15761,Emilio Suárez Calimano,1897-01-01,185,1949-11-17,62,"1409,1429",,Male,50721210
14314,Emily Brontë,1818-07-30,584,1848-12-19,585,"1399,1407",,Female,97097302
14792,Emir Rodríguez Monegal,1921-07-28,255,1985-11-14,917,"1391,1404,1409,1420,1439,1448,1455",,Male,44304596
15007,Emma de Cartosio,1928-01-01,1034,2013-10-25,,"1391,1392,1399,1429,1623",,Female,54160419
13988,Emma Rosa Mosto,1885-04-16,391,1976-04-11,391,"1391,1399,1429",,Female,
14600,Emmanuel Berl,1892-08-02,226,1976-09-21,318,"1392,1419,1451",,Male,34452921
14620,Emmanuel Lévinas,1906-01-12,318,1995-12-25,318,"1410,1420",,Male,108203818
13927,Emmanuel Mounier,1904-05-01,161,1950-03-22,86,1410,,Male,27128518
13863,Emmanuel Stickelberger,1884-03-13,6,1962-01-16,424,"1391,1469",,Male,112500342
14383,Enid Starkie,1897-08-18,621,1970-01-01,313,"1391,1409,1420",,Female,61657177
15168,Ennio Flaiano,1910-03-05,1119,1972-11-20,356,"1407,1408,1418,1419,1439",,Male,99835198
15641,Enrico Pea,1881-10-29,1377,1958-08-11,1365,"1391,1399,1400,1408",,Male,76360114
14802,Enrique Abeledo,,22,,,1473,,Male,
14105,Enrique Amorim,1900-07-25,508,1960-07-28,62,"1391,1407",,Male,41856621
13699,Enrique Anderson Imbert,1910-02-12,110,2000-12-06,62,"1391,1407,1409,1429",,Male,59095797
14857,Enrique Azcoaga,1912-03-27,247,1985-03-26,423,"1391,1399,1433",,Male,195982579
15681,Enrique Banchs,1888-02-08,62,1968-06-06,62,1399,,Male,41963167
14887,Enrique Belloc,1936-01-28,62,,,"1411,1432,1625",,Male,264442506
14372,Enrique Borrás,1863-09-09,613,1957-11-04,32,1473,Enric Borràs i Oriol,Male,87243615
13651,Enrique Bullrich,,62,,62,1393,,Male,
13814,Enrique Díez-Canedo,1879-01-07,29,1944-06-07,260,"1399,1404,1409",,Male,59091986
15149,Enrique Fernández Latour,1898-01-01,62,1972-09-28,62,"1391,1399,1419",,Male,177809431
15248,Enrique González Martínez,1871-04-13,163,1952-02-19,261,"1399,1414,1633",,Male,79039358
15715,Enrique González Trillo,1904-01-01,322,1994-01-01,62,"1393,1399,1419,1420",,Male,58646030
15725,Enrique Larreta,1875-03-04,62,1961-07-06,62,"1391,1414,1460,1666",,Male,59115694
15728,Enrique Loncán,1892-09-25,62,1940-09-30,,"1391,1400,1414,1419,1420,1427",,Male,55481160
13949,Enrique Luis Revol,1923-04-03,110,,547,"1391,1404,1420",,Male,61148639
14732,Enrique Molina,1910-11-02,62,1997-11-13,62,"1399,1405",,Male,2504823
13661,Enrique Pezzoni,1926-02-25,62,1989-10-31,62,"1391,1399,1404,1406,1409,1420","also known as ""Enrique Tejedor""",Male,218195575
13848,Enzo Ferrieri,1905-03-04,264,1905-05-22,264,"1394,1500",,Male,97811388
15638,Ercole Patti,1903-02-16,694,1976-11-15,356,"1400,1401,1418,1419",,Male,79132233
14782,Eric Larrabee,1922-03-06,912,1990-12-04,250,"1394,1400,1429,1455,1462",NY Times obit: https://www.nytimes.com/1990/12/05/obituaries/eric-larrabee-68-editor-author-teacher-and-arts-advocate-dies.html,Male,75095859
15820,Erich Ludendorff,1865-04-09,1437,1937-12-20,283,"1416,1571,1572,1590",,Male,17344617
15582,Erich Neumann,1905-01-23,44,1960-11-05,984,"1391,1410,1599",student of Carl Jung,Male,32115134
13631,Ernest Ansermet,1883-11-11,466,1969-02-20,152,"1393,1398,1402,1403",Victoria participó en el estreno de El rey David de Honegger (bajo la dirección de Ansermet) en 1925,Male,14957421
13795,Ernest Claes,1885-10-24,495,1968-09-02,189,"1400,1407",,Male,71399529
14351,Ernest Hemingway,1899-07-21,555,1961-07-02,556,"1407,1417",,Male,97006051
14184,Ernesto Garzón Valdés,1927-02-17,110,,547,1410,,Male,12944765
15166,Ernesto J. Fitte,1903-04-27,,1980-01-01,62,1451,,Male,257021236
15682,Ernesto Mario Barreda,1883-01-01,62,1958-01-01,62,"1391,1392,1399,1545",,Male,75318275
14730,Ernesto Mejía Sánchez,1923-01-01,885,1985-11-01,257,"1399,1400,1420",,Male,36938634
15736,Ernesto Morales,1890-10-08,62,1949-12-13,62,"1391,1419",,Male,76694254
13742,Ernesto Palacio,1900-01-03,387,1979-01-03,62,"1394,1451",,Male,94908879
13657,Ernesto Sabato,1911-06-24,62,2011-04-30,405,"1391,1406",,Male,108131182
15009,Ernst Cassirer,1874-07-28,490,1945-04-13,299,"1410,1420",,Male,106965171
14506,Ernst Jünger,1895-03-29,713,1998-02-17,714,"1400,1423,1499",,Male,12310323
15058,Ernst Robert Curtius,1886-04-14,1063,1956-04-19,356,"1409,1420,1426,1613",,Male,49241741
14043,Ernst Toller,1893-12-01,433,1939-05-22,299,1408,,Male,32003575
14301,Erskine Caldwell,1903-12-17,577,1987-04-11,578,"1407,1417",,Male,46758305
15759,Erwin F. Rubens,1908-01-01,62,1980-01-12,1403,"1392,1408,1534",,Male,217216163
13891,Estanislao del Campo,1834-02-07,62,1880-11-06,62,1399,,Male,25492491
14496,Esteban Echevarría,1805-09-02,62,1851-01-19,271,"1391,1399,1421",,Male,32008821
14693,Estela Canto,1915-09-04,62,1994-06-03,62,"1391,1404,1419",,Female,100255098
14978,Esther de Cáceres,1903-09-04,271,1971-02-03,271,"1391,1399",,Female,107015811
13968,Estuardo Núñez,1908-09-05,91,2013-08-29,229,"1391,1409,1420,1451",,Male,102323214
14519,Étienne Balazs,1905-01-24,61,1963-11-29,318,1610,,Male,4960398
15226,Etienne Gilson,1884-06-13,318,1978-09-19,1161,"1410,1451",,Male,9846775
14363,Eudora Welty,1909-04-13,603,2001-07-23,,"1391,1407,1417",,Female,4938026
14186,Eugen Millington Drake,1889-02-26,547,1972-12-12,318,1414,,Male,48223228
15355,Eugène Ionesco,1909-11-26,1233,1994-03-28,318,1408,,Male,17224288
14036,Eugène Jolas,1894-10-26,449,1952-05-26,318,"1391,1404,1409",,Male,9863425
15485,Eugene Lyons,1898-07-01,1309,1985-01-07,299,"1391,1419,1422",,Male,107535011
15598,Eugene O'Neill,1888-10-16,299,1953-11-27,50,1408,,Male,24615441
14176,Eugenia Huici de Errázuriz,1860-09-15,458,1905-05-04,401,"1462,1568",paved the way for Coco Chanel!,Female,66649364
14538,Eugenio Bulygin,1931-07-25,736,,,"1391,1400,1404",,Male,4999229
13680,Eugenio d'Ors,1881-09-28,32,1954-09-25,471,"1391,1392,1410,1419,1433",,Male,59077528
15591,Eugenio de Nora,1923-11-13,1351,2018-05-02,247,1399,,Male,13366051
14491,Eugenio Guasta,,,,,1404,,Male,
15720,Eugenio Julio Iglesias,1897-01-01,62,,,"1391,1399,1419,1420",,Male,267145857108022922690
15554,Eugenio Montale,1896-10-12,1333,1981-09-12,264,"1399,1404,1455",,Male,73857542
14746,Eugenio Pucciarelli,1907-08-28,22,1995-01-03,,"1391,1410,1420",,Male,29661001
15402,Eva H. Krapf,1839-12-16,1264,1921-08-04,88,,,Female,
15365,Evan John,1901-01-01,197,1953-12-27,1242,"1391,1473",,Male,58227586
14898,Evangelina Bergadá,,,,,"1391,1439",,Female,
14019,Evar Méndez,1885-11-14,256,1955-12-22,62,"1404,1419,1433,1455,1476,1477,1534,1535",He wrote a letter to VO in 1927 about publishing her work as part of the _Cuadernos del Plata_ series with the Editorial Proa (he also mentions an earlier letter she wrote him); cited in CG & MG's new book on Méndez,Male,308179039
14034,Evelyn Waugh,1903-10-28,486,1966-04-10,108,"1391,1407,1419,1422,1538",,Male,68937142
14502,Ezequiel de Olaso,1932-06-15,62,1996-05-27,62,"1404,1410",,Male,143883
13673,Ezequiel Martínez Estrada,1895-09-14,381,1964-11-04,31,"1391,1392,1399,1409,1422,1425",president of the SADE from 1933-1934 & 1942-1946,Male,46755849
14342,Ezio D'Errico,1892-07-05,551,1972-04-21,356,1391,,Male,25411547
14789,Ezra Pound,1885-10-30,914,1972-11-01,464,"1399,1439",,Male,24606774
14097,Fani (Estefanía),,547,,547,1391,Victoria Ocampo's servant,Female,
15369,Faustino Jorge,,,,,1641,,Male,
15765,Fausto de Tezanos Pinto,1909-01-01,1395,1969-09-05,,"1390,1404",,Male,87659873
14113,Federico de Onís,1885-12-20,374,1966-10-14,383,"1409,1420,1426,1458",,Male,73865544
13628,Federico García Lorca,1898-06-05,16,1936-08-19,159,"1391,1399,1400,1401",,Male,34456883
15857,Federico Gómez de Orozco,1891-01-01,1462,1962-01-01,1463,"1451,1460,1529",,Male,27184017
15247,Federico González Lanuza,,,,,1391,,Male,
15267,Federico Gorbea,1934-10-08,62,,,"1391,1404",,Male,263025103
15642,Federico Peltzer,1924-04-13,62,2009-08-03,62,"1392,1399,1407,1427",,Male,90642846
15325,Felisberto Hernández,1902-10-20,271,1964-01-13,271,"1391,1430",,Male,Felisberto Hernández
15021,Félix Cernuschi,1907-05-17,271,1999-12-13,,"1484,1485,1582,1583",,Male,97726333
13920,Félix Daniel Frascara,1907-02-19,62,1962-02-26,62,"1391,1419",,Male,
14256,Felix della Paolera,,,,,,,,
14614,Félix Gattégno,1909-01-01,811,1997-01-01,295,1404,,Male,87557898
14008,Félix Lizaso,1905-03-05,330,1967-01-09,350,"1392,1419,1451,1532",,Male,1589960
15803,Ferdinand Brunot,1860-11-06,1429,1938-01-07,318,"1391,1426,1455,1456",,Male,27149207
14260,Fermín Estrella Gutiérrez,1900-10-28,563,1990-02-18,62,"1399,1420,1460",,Male,36983522
15264,Fernán Silva Valdés,1887-10-15,271,1975-01-09,271,"1399,1401,1411",,Male,85518887
15032,Fernando Colón,1488-08-24,1050,1539-07-12,417,1620,,Male,14786515
15123,Fernando de Elizalde,1915-07-25,62,1989-04-23,62,"1391,1393,1399",,Male,436145857074622921988
15120,Fernando Elenberg,,22,,,1419,,Male,89644105
14705,Fernando Emery,,22,1962-10-02,,"1391,1439,1455,1584",leading ballet critic in Argentina at the time,Male,4236545
15286,Fernando Guibert,1912-05-19,62,1983-01-01,22,1399,,Male,86977704
15291,Fernando Guimarães,1928-02-03,1186,,,"1392,1399,1404",,Male,59096731
14039,Fernando Pereda,1905-03-13,320,1905-06-16,271,1399,,Male,63593006
14374,Fernando Silva Valdés,1887-10-15,271,1975-01-09,271,"1399,1401,1411",,Male,85518887
14275,Fernando Vela,1888-10-26,570,1966-09-06,570,"1391,1392,1404,1406,1419,1455",cofundador de la _Revista de Occidente_ (secretario de redacción de esta revista),Male,121641134
13859,Fidelino de Figueiredo,1889-07-20,230,1967-03-20,230,"1409,1416,1420,1451,1458",,Male,46167
13846,Filippo Tommaso Marinetti,1876-12-22,10,1944-12-02,42,"1399,1434,1455",Founder of the Futurist Movement,Male,4933263
14465,Fitz James O'Brien,1826-10-25,689,1862-04-06,690,"1391,1399,1499",,Male,68933640
14570,Floreal Mazía,1920-01-01,,1990-01-01,,1404,http://clubdetraductoresliterariosdebaires.blogspot.com/2009/10/recuerdo-de-un-traductor-vi.html,Male,87941422
15132,Florencio Escardó,1904-08-13,256,1992-08-31,62,"1466,1490",,Male,94342428
14486,Florencio Sánchez,1875-01-17,271,1910-11-07,264,"1391,1408,1419",,Male,61597628
15572,Fouad-Gabriel Naffah,1925-07-14,1343,1983-05-19,1344,1399,,Male,19726246
15288,Francesco Guicciardini,1483-03-06,853,1540-05-22,1185,"1451,1510",,Male,89549325
14135,Francine Faure Camus,1914-12-06,308,1979-12-24,240,"1430,1485",,Female,
15308,Francis Bret Harte,1836-08-25,1202,1902-05-05,1203,"1399,1417",,Male,100194313
14469,Francis Marion Crawford,1854-08-02,691,1909-04-09,692,"1391,1407",,Male,4958780
14627,Francis Ponge,1899-03-27,821,1988-08-06,822,"1392,1399",,Male,14775322
14076,Francis Poulenc,1899-01-07,318,1963-01-30,318,"1411,1430",,Male,71579067
14070,Francisca (Pancha) Ocampo,1894-10-05,62,,547,1391,Victoria Ocampo's sister,Female,
13702,Francisco Ayala,1906-03-16,159,2009-11-03,247,"1391,1429",,Male,110572828
14890,Francisco Bendezú,1928-07-16,229,2004-02-16,229,"1391,1399,1404,1419",,Male,310570446
14986,Francisco Candel,1925-05-31,1024,2007-11-23,32,"1391,1419",,Male,269850
13994,Francisco González del Valle,1881-12-06,174,1942-12-18,174,"1396,1420,1427",,Male,24452762
14168,Francisco González Ledesma,1927-03-17,32,2015-03-02,32,"1407,1419,1427,1567",,Male,119934250
14381,Francisco J. Baldiz,,,,,"1391,1404",,Male,31686796
14756,Francisco Jorge Solero,,22,,,1391,became associated with the SUR group through H. A. Murena,Male,511145857116622922632
15430,Francisco Larroyo,1908-11-30,1281,1982-01-01,261,1410,,Male,111644912
13644,Francisco Luis Bernárdez,1900-10-05,62,1978-01-01,62,1399,,Male,99799184
15791,Francisco Marín Cañas,1904-08-28,380,1980-12-15,,"1391,1419,1470",,Male,292024767
15649,Francisco Pérez,,,,,1391,,Male,
13652,Francisco Romero,1891-06-18,417,1962-10-07,62,"1393,1410",,Male,9865505
14784,Franco Mongi,,187,,,"1390,1404,1406,1419",,Male,72387182
13878,François Bourricaud,1922-12-28,370,1991-11-08,318,1452,,Male,46757889
14631,François Gilles de la Tourette,1898-01-01,146,1947-01-01,,"1391,1400,1433",,Male,66777020
13998,François Mauriac,1885-10-11,49,1970-09-01,318,"1399,1401,1407,1419,1439",,Male,9850407
14174,François Perroux,1903-12-19,372,1987-06-02,413,"1420,1453",,Male,99952938
15293,François Pierre Guillaume Guizot,1787-10-04,300,1874-09-12,1188,"1451,1510,1636",,Male,29600143
14320,François Vernet,1918-08-06,590,1945-05-26,591,1391,"Wrote under the pseudonym ""Grévières""; aka Albert Sciaky",Male,71525072
14456,François-Marie Arouet (Voltaire),1694-11-21,318,1778-05-30,318,"1391,1410,1451",,Male,36925746
15274,Françoise d'Issembourg d'Happoncourt de Graffigny,1695-02-11,290,1758-12-12,318,"1407,1408,1635",Better known as Madame de Graffigny,Female,36919157
14238,Françoise Giroud,1916-09-21,221,2003-01-19,295,"1391,1416,1418,1419",,Female,
15305,Frank Harris,1856-02-14,1198,1931-08-27,699,"1394,1407,1417,1419,1455",,Male,120702927
15779,Franklin D. Roosevelt,1882-01-30,1410,1945-04-12,1411,1425,,Male,29542759
15377,Franz Kafka,1883-07-03,340,1924-06-03,1251,"1391,1407,1417",,Male,56611857
13771,Franz Werfel,1890-09-10,340,1945-08-26,45,"1399,1407,1408",,Male,34464361
15008,Fray Bartolomé de las Casas,1484-01-01,417,1566-07-18,247,"1451,1503",,Male,46758461
14049,Fray Mocho (José Sixto Álvarez),1858-08-26,166,1903-08-23,62,"1391,1419",,Male,72256647
15073,Frederic Dannay,1905-10-20,299,1982-09-03,488,"1391,1407,1417,1418","Half of ""Ellery Queen"" pseudonym (Manfred Bennington Lee is the other half)",Male,107639550
14142,Frédéric Grover,1920-06-25,318,2008-01-29,459,"1391,1400",,Male,49226424
15131,Frederic van Ermengen (Franz Hellens),1881-09-08,59,1972-01-20,59,"1399,1407,1439",Franz Hellens,Male,97896642
14217,Frederic Wakeman,1937-12-12,193,2006-09-14,212,"1391,1448",,Male,56654313
15320,Frederick Henry Heinemann,1889-02-08,1210,1970-01-07,313,1410,,Male,39505653
15281,Frederick Philip Grove,1879-02-14,1180,1948-08-19,1181,"1404,1407",,Male,56628484
15109,Frederick Wilcox Dupee,1094-06-25,88,1979-01-19,,"1392,1409,1420",,Male,62789199
14550,Fredrich Kambartel,1935-02-17,734,,,"1391,1410,1420",,Male,76399563
15409,Frida Weber de Kurlat,,,1981-01-25,,"1420,1460",,Female,27221768
13887,Friedrich Durrenmatt,1921-01-05,207,1990-12-14,294,"1400,1401",,Male,64004790
14540,Friedrich Georg Jünger,1898-09-01,170,1977-07-20,738,"1392,1399,1400,1439,1581",,Male,93096780
15303,Friedrich Leopold von Hardenberg (Novalis),1772-05-02,1196,1801-03-25,1197,"1399,1400,1410,1619",,Male,95155102
14576,Fritz Thyssen,1873-11-09,761,1951-02-08,62,1553,,Male,139027302
13675,Fryda Schultz de Mantovani,1912-12-19,277,1978-04-10,62,"1391,1409,1428,1429",,Female,119506515
15364,Fryniwyd Tennyson Jesse,1888-04-01,1241,1958-08-06,235,"1400,1419,1640",,Female,15771397
15314,Fumiko Hayashi,1903-12-31,1205,1951-06-28,439,"1399,1407",,Female,49372649
15395,Fuyuhiko Kitagawa,1900-06-03,1261,1990-06-12,,"1399,1521",,Male,96945339
14633,G. K. Chesterton,1874-05-29,197,1936-06-14,702,"1391,1399,1401,1409,1410,1419,1422,1433",,Male,14767719
13817,Gabriel Alomar,1905-02-15,316,1905-04-24,70,"1391,1392,1399,1414,1415",,Male,72844503
15020,Gabriel Celaya,1911-03-18,1042,1991-04-18,247,1399,,Male,79038967
13659,Gabriel García Márquez,1927-03-06,20,2014-04-17,261,"1407,1417,1418,1419",,Male,54147956
14193,Gabriel Marcel,1889-12-07,318,1973-10-08,318,"1408,1410,1535,1573",,Male,14773302
15542,Gabriel Miró,1879-07-28,1216,1930-05-27,247,1391,,Male,Gabriel Miró
13648,Gabriela Mistral,1889-04-07,468,1957-01-10,177,"1399,1414,1415",,Female,44311414
14613,Gaëton Picon,1915-09-19,49,1976-08-15,318,"1390,1392,1433",,Male,14775139
15192,Galileo Galilei,1564-02-15,1137,1642-01-08,1138,1424,,Male,2470550
13755,Gastón Bachelard,1884-06-27,34,1962-10-16,318,1410,,Male,4926151
14939,Gaston Bouthoul,1896-01-01,998,1980-01-01,318,1452,,Male,108252030
15862,Gaston Gallimard,1881-01-18,318,1975-12-25,295,"1394,1455,1530",,Male,61581034
15269,Gastón Gori,1915-11-17,138,2004-11-17,395,"1391,1392,1399",,Male,107539254
15251,Gastón Jarry,1889-10-16,62,1974-09-27,62,"1405,1564",,Male,
15764,Gastón O. Talamón,1883-08-22,62,1956-01-01,62,"1393,1524,1535",,Male,7156809462045121661
14271,Genaro Estrada,1887-06-02,566,1937-09-29,261,"1391,1460,1510",,Male,64014519
15623,Geno Pampaloni,1918-11-25,356,2001-01-17,853,"1391,1409,1419",,Male,19682262
14702,Géo Dorival,1879-11-05,318,1968-03-23,241,1564,,Male,58425634
15062,Geoffrey Chaucer,,235,1400-10-25,487,1399,,Male,100185203
15829,Georg Wilhelm Friedrich Hegel,1770-08-27,595,1831-11-14,44,1410,,Male,89774942
14237,George Balanchine,1904-01-22,371,1983-04-30,250,1584,Co-founded the New York City Ballet,Male,
14513,George Bataille,1987-09-10,716,1962-07-09,318,"1396,1410,1449,1452,1453,1528",,Male,41834843
13955,George Bernard Shaw,1856-07-26,130,1950-11-02,28,"1408,1439,1525",,Male,89019752
14918,George Blin,1917-12-18,985,2015-05-14,318,"1409,1420",,Male,108233573
14353,George Dillon,1906-11-12,557,1968-05-09,558,"1399,1455",,Male,29112877
14903,George Fitz-Hardinge Berkeley,1870-01-29,130,1955-11-14,973,"1400,1499,1626",,Male,111233636
15391,George Frost Kennan,1904-02-16,1259,2005-03-17,497,"1414,1451",,Male,66477608
15197,George Gamow,1904-03-04,305,1968-08-19,1139,1583,,Male,76443377
15339,George Hoellering,1897-07-20,1223,1980-02-10,235,"1479,1560",,Male,55983794
14649,George Moore,1852-02-24,842,1933-01-21,235,"1399,1401,1407,1417,1433,1596",,Male,22160365
14231,George Orwell,1903-06-25,280,1950-01-21,235,"1392,1407,1419,1439",Blair Eric,Male,95155403
15621,George Paloczi-Horvath,1908-03-20,1363,1973-01-03,235,1391,,Male,12296549
15306,George Russell Harrison,1898-07-14,1199,1979-07-27,1200,"1420,1583",,Male,32729158
14346,George Whitsett,,,,,,,,
14511,Georges Balandier,1920-12-21,715,2016-10-05,318,"1447,1449,1452",,Male,9813819
14207,Georges Bernanos,1888-02-20,318,1948-07-05,295,"1391,1400,1404",,Male,44295297
13825,Georges Duhamel,1884-06-30,318,1966-04-13,457,"1400,1466",,Male,66466573
15179,Georges Friedmann,1902-05-13,318,1977-11-15,318,"1410,1452",,Male,108453501
14312,Georges Guy-Grand,1879-01-01,,1957-01-01,,1400,,Male,51690620
14073,Georges Henri Rivière,1897-06-05,318,1985-03-24,241,1545,,Male,311981766
15344,Georges Hourdin,1899-01-03,291,1999-06-29,580,"1391,1419,1553",,Male,110857814
14618,Georges Izard,1903-06-17,814,1973-09-20,318,"1392,1416,1419,1427",,Male,5062395
15578,Georges Navel,1904-10-30,1348,1993-11-01,1349,"1391,1470,1539,1597,1662",,Male,32000870
15783,Georgi Dimitrov,1882-06-18,1416,1949-07-02,1417,"1416,1572",,Male,71405733
14274,Georgia O'Keeffe,1887-11-15,430,1986-05-06,396,1564,,Female,32021794
14775,Georgy Petrovich Fedotov,1886-10-13,907,1951-09-01,908,"1392,1400,1410,1451",,Male,59082338
14947,Gerald Brenan,1894-04-07,1004,1987-01-19,1005,"1391,1400,1451,1458",Edward FitzGerald,Male,7515708
13751,Gerald Heard,1889-10-06,235,1971-08-14,399,"1410,1420,1451,1482,1483",,Male,45031451
14269,Gerald Sykes,1903-01-01,565,1984-07-15,299,"1400,1420,1439,1452,1455",,Male,49745492
14229,Gérard de Nerval (Gérard Labrunie),1808-05-22,318,1855-01-26,318,"1391,1392,1399,1404",,Male,24596532
14459,Gerard van Swieten,1700-05-07,683,1772-06-18,469,"1391,1420,1490",,Male,98732271
14011,Gerardo Gallegos,1905-12-14,352,1905-06-08,263,"1391,1407,1419",,Male ,66348290
14580,Gerhard Funke,1914-05-21,789,2006-01-22,790,1410,,Male,68943879
15406,Gerhard Kropp,1910-01-01,,1974-01-01,,,,Male,15553370
14144,Germaine Sanderson,1864-12-07,770,1903-05-16,318,"1430,1561",Victoria Ocampo's piano and voice teacher; soprano,Female,
13700,Germán Arciniegas,1900-12-06,47,1999-11-30,47,"1391,1419,1451",,Male,66462822
15201,Germán García,1903-05-22,374,1989-10-27,22,"1391,1428,1460",,Male,
15295,Germán Guzmán Campos,1912-12-19,1189,1988-09-13,261,"1420,1503",,Male,27585182
13747,Gervasio Guillot Muñoz,1897-09-27,271,1956-10-26,271,"1391,1409",,Male,97873350
14473,Ghérazim Luca,,,,,1391,,,
14670,Gian Gaspare Napolitano,1907-04-30,864,1966-01-05,356,"1418,1419,1479",,Male,64135710
